Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
NG-13640_SU_DHL_1_lib248388_5885_6_2 - illumina_universal_adapter	(1, 0.00010839059121056755)	(2, 0.00011495971795060195)	(3, 0.00015437447839080831)	(4, 0.0001970738022010319)	(5, 0.0002463422527512899)	(6, 0.00026276506960137586)	(7, 0.00027918788645146184)	(8, 0.00030546439341159944)	(9, 0.0003120335201516338)	(10, 0.0004191102860141945)	(15, 0.0005780831531230268)	(20, 0.0008020903749581998)	(25, 0.0012691552861746453)	(30, 0.001927381785526092)	(35, 0.0028109293320607185)	(40, 0.003846223706290139)	(45, 0.004924217404329784)	(50, 0.006196657253874445)	(55, 0.007710840967452376)	(60, 0.009540999677225957)	(65, 0.012169964198587723)	(70, 0.015910424964363307)	(75, 0.02200723149178923)	(80, 0.03241469898602573)	(85, 0.050982335716732954)	(90, 0.08283668819183373)	(95, 0.13574706260676678)	(100, 0.21910731019978127)	(105, 0.34427216654102666)	(110, 0.5227940979155274)	(115, 0.7673915906046641)	(120, 1.0904395655613137)	(125, 1.4964904276163196)	(130, 2.001540000381666)	(135, 2.611377655253345)	(140, 3.026314575049596)
NG-13640_SU_DHL_1_lib248388_5885_6_2 - polya	(1, 0.04225262319190124)	(2, 0.04956406125355952)	(3, 0.05273694946899614)	(4, 0.05731891537017013)	(5, 0.06088595119000881)	(6, 0.06365483811093331)	(7, 0.06648613173588813)	(8, 0.07350195909424487)	(9, 0.08376950418891863)	(10, 0.09969503814478402)	(15, 0.1262802940617032)	(20, 0.15104984334767693)	(25, 0.17128012605628684)	(30, 0.18826000485392774)	(35, 0.20534564659208324)	(40, 0.22382460011179997)	(45, 0.2443183048026853)	(50, 0.2669640554136058)	(55, 0.2932858893482496)	(60, 0.31417177090551507)	(65, 0.3367518302490352)	(70, 0.3711852218822736)	(75, 0.39627271690246496)	(80, 0.41915758372672274)	(85, 0.4516583382730429)	(90, 0.47772397626482543)	(95, 0.5042862402381545)	(100, 0.5248751972667703)	(105, 0.5453623328309155)	(110, 0.5673682504973568)	(115, 0.5899167780325248)	(120, 0.6121276524532552)	(125, 0.6363440812677179)	(130, 0.6618112718134833)	(135, 0.6897734166951136)	(140, 0.7045848267558693)
NG-13640_TF_1_lib259824_5972_8_1 - illumina_universal_adapter	(1, 7.349650200748345e-05)	(2, 7.769630212219679e-05)	(3, 0.00010919480298254685)	(4, 0.0002267892061945204)	(5, 0.00031078520848878716)	(6, 0.000369582410094774)	(7, 0.00040738061112719404)	(8, 0.0004430789121022574)	(9, 0.0004724775129052508)	(10, 0.000604771216518721)	(15, 0.0008038417419561333)	(20, 0.0010344107682538958)	(25, 0.001222141833381582)	(30, 0.0014123927785780963)	(35, 0.001639601964784088)	(40, 0.0019373677929172641)	(45, 0.0023321490037003178)	(50, 0.0027554888552634225)	(55, 0.003231746188271915)	(60, 0.003825597924492382)	(65, 0.004590381525381681)	(70, 0.005799503978407652)	(75, 0.007608357887814688)	(80, 0.010437343245085594)	(85, 0.015042844050880244)	(90, 0.022466410733647545)	(95, 0.03532283884480802)	(100, 0.056443213641689936)	(105, 0.09092273262346352)	(110, 0.1451660909650666)	(115, 0.22681860479532334)	(120, 0.34596357420964907)	(125, 0.5121030469675827)	(130, 0.7355702112713648)	(135, 1.0253480195863558)	(140, 1.2320134635512157)
NG-13640_TF_1_lib259824_5972_8_1 - polya	(1, 0.0037525214024963695)	(2, 0.009430651157588807)	(3, 0.01233481293691308)	(4, 0.01696299266332718)	(5, 0.019400976629918274)	(6, 0.021740265293813607)	(7, 0.025152602887018195)	(8, 0.030186063324502133)	(9, 0.03745381742301357)	(10, 0.050018779406212945)	(15, 0.06441023445930114)	(20, 0.07976050387857841)	(25, 0.09990862494890418)	(30, 0.11699467175559246)	(35, 0.13090440973552306)	(40, 0.14371254014536433)	(45, 0.1586008315520231)	(50, 0.1725046898117931)	(55, 0.18685246694368826)	(60, 0.19883239677090808)	(65, 0.21391177908278633)	(70, 0.2276400856977613)	(75, 0.2406090684519961)	(80, 0.252081242445347)	(85, 0.262998202863533)	(90, 0.2747803221053497)	(95, 0.28773166569910275)	(100, 0.30060069321060734)	(105, 0.3132383117357912)	(110, 0.32469368652868336)	(115, 0.3346795512614373)	(120, 0.345027018784068)	(125, 0.3554492427487406)	(130, 0.36688949826121975)	(135, 0.37797571062402857)	(140, 0.38444550270074446)
NG-13640_TF_1_lib259824_5972_8_2 - illumina_universal_adapter	(1, 9.86953026957635e-05)	(2, 0.00010289510281047684)	(3, 0.0001322937036134702)	(4, 0.0002519880068828004)	(5, 0.0003443836094064939)	(6, 0.00040528071106983734)	(7, 0.0004430789121022574)	(8, 0.0004871768133067475)	(9, 0.0005165754141097409)	(10, 0.0006656683181820644)	(15, 0.0009037969846863109)	(20, 0.0012481805940928047)	(25, 0.0016878996661032915)	(30, 0.0022137146404654015)	(35, 0.002897442099140734)	(40, 0.00359838873828639)	(45, 0.004332513798338282)	(50, 0.005187173121682447)	(55, 0.0063584973736759975)	(60, 0.007782649592575292)	(65, 0.009470969238690053)	(70, 0.0116225268374577)	(75, 0.014473771135336582)	(80, 0.018493399825128723)	(85, 0.02426224526269897)	(90, 0.03273744189419049)	(95, 0.04666859885470611)	(100, 0.06887420200122994)	(105, 0.10427725702822901)	(110, 0.15929589847100817)	(115, 0.24196938370915175)	(120, 0.36227391793514974)	(125, 0.5295939545053292)	(130, 0.7542593217818392)	(135, 1.04323496827492)	(140, 1.2484031834988845)
NG-13640_TF_1_lib259824_5972_8_2 - polya	(1, 0.017907947689137685)	(2, 0.025217699788796254)	(3, 0.027225204243629227)	(4, 0.030591344035571972)	(5, 0.03279623909579647)	(6, 0.034637851446098274)	(7, 0.03657395929898113)	(8, 0.041580121035719425)	(9, 0.04778322580515103)	(10, 0.057900124301484)	(15, 0.07681896387823318)	(20, 0.09468323364617785)	(25, 0.10981049367936384)	(30, 0.12373661087974179)	(35, 0.13714909252609034)	(40, 0.15041038136830917)	(45, 0.16259190160103518)	(50, 0.17742055584606506)	(55, 0.19902264771610462)	(60, 0.21468328236385914)	(65, 0.23236150098672206)	(70, 0.2563952771231806)	(75, 0.276167096103228)	(80, 0.29459371910653287)	(85, 0.3187711284069146)	(90, 0.3381863843572229)	(95, 0.35801322071877306)	(100, 0.3749778933021462)	(105, 0.39176071454055217)	(110, 0.40970436053066484)	(115, 0.4289209659355473)	(120, 0.4487074842159962)	(125, 0.4695540320453988)	(130, 0.4896492356342792)	(135, 0.5107750701713103)	(140, 0.5219322591560577)
NG-13640_THP_1_lib248383_5885_5_1 - illumina_universal_adapter	(1, 0.000182780231060235)	(2, 0.000182780231060235)	(3, 0.00019207414111414528)	(4, 0.00028191527163527773)	(5, 0.00035936452208452983)	(6, 0.00041203001239002127)	(7, 0.00045849956265957254)	(8, 0.00048018535278536315)	(9, 0.0005018711429111537)	(10, 0.0006437581697341837)	(15, 0.0008321147468267648)	(20, 0.001019851729915752)	(25, 0.0013358446717487006)	(30, 0.001715036201948239)	(35, 0.0022664748651469143)	(40, 0.00291209181689188)	(45, 0.003541599324543401)	(50, 0.004185977088281179)	(55, 0.005102976213600323)	(60, 0.006357034476874614)	(65, 0.008059678798750972)	(70, 0.010424669110469336)	(75, 0.014081512919681224)	(80, 0.01953022258728701)	(85, 0.028610992303960924)	(90, 0.04312498183815077)	(95, 0.06610696261946004)	(100, 0.10097647395372414)	(105, 0.15265928816951546)	(110, 0.22657189604625297)	(115, 0.3261666753719624)	(120, 0.4573421610608589)	(125, 0.6232508474032288)	(130, 0.8301890486635946)	(135, 1.0843142900496736)	(140, 1.2601364804495476)
NG-13640_THP_1_lib248383_5885_5_1 - polya	(1, 0.00476777585765596)	(2, 0.00907085621261641)	(3, 0.012091376980137241)	(4, 0.016961385848386214)	(5, 0.019997396465996898)	(6, 0.02270502226170275)	(7, 0.027107237657238242)	(8, 0.03277342482010553)	(9, 0.04212619630435722)	(10, 0.05844072601299127)	(15, 0.07513506684582846)	(20, 0.09130275277561074)	(25, 0.11496009102083751)	(30, 0.13587076904813197)	(35, 0.1510186032479985)	(40, 0.16452637212035165)	(45, 0.180355140130168)	(50, 0.19539020822138045)	(55, 0.21120720394512854)	(60, 0.2243791528675337)	(65, 0.24713869940155275)	(70, 0.2652568672546489)	(75, 0.2806240377317878)	(80, 0.29439203608565045)	(85, 0.3078415631216658)	(90, 0.3223821951980102)	(95, 0.3399198034697388)	(100, 0.3575906244522402)	(105, 0.3752825116308637)	(110, 0.39186842351307194)	(115, 0.40448831417827497)	(120, 0.4175041254117744)	(125, 0.4313570081441295)	(130, 0.447599045354343)	(135, 0.4641576951003931)	(140, 0.4736238522873025)
NG-13640_THP_1_lib248383_5885_5_2 - illumina_universal_adapter	(1, 0.00018587820107820508)	(2, 0.00018587820107820508)	(3, 0.00019827008115008544)	(4, 0.00029120918168918796)	(5, 0.0003686584321384401)	(6, 0.00042132392244393155)	(7, 0.0004646955026955127)	(8, 0.0004894792628392734)	(9, 0.0005173609930010041)	(10, 0.0006598676138276281)	(15, 0.0008860194251394442)	(20, 0.0011964360209400467)	(25, 0.0019108279070839487)	(30, 0.0028495128225288838)	(35, 0.004134550785982875)	(40, 0.0055627149642670844)	(45, 0.007153832365496521)	(50, 0.008795756475020663)	(55, 0.010823687648783883)	(60, 0.013310118385206673)	(65, 0.01638082626701862)	(70, 0.020105205822622256)	(75, 0.025151798981895523)	(80, 0.03200698703765973)	(85, 0.04259460937107429)	(90, 0.058547915775613045)	(95, 0.08291654793696572)	(100, 0.11916155795920853)	(105, 0.17206001561005133)	(110, 0.24713374264952398)	(115, 0.3480718017750253)	(120, 0.4802429750276973)	(125, 0.6469298714385815)	(130, 0.8534634778146003)	(135, 1.1064269804439402)	(140, 1.2811655009315286)
NG-13640_THP_1_lib248383_5885_5_2 - polya	(1, 0.025239161736402282)	(2, 0.03180066223446292)	(3, 0.03449279818007892)	(4, 0.038126717011157836)	(5, 0.041453936810457705)	(6, 0.04392611688479783)	(7, 0.04650982387978488)	(8, 0.05256015932488046)	(9, 0.06020594932923063)	(10, 0.07376700328589289)	(15, 0.09583446331789738)	(20, 0.11665715899668153)	(25, 0.13343142745598233)	(30, 0.14761331460424582)	(35, 0.16150399257082007)	(40, 0.1769634825544944)	(45, 0.1936888030875113)	(50, 0.21180821012861467)	(55, 0.23111537887460787)	(60, 0.24701416100683032)	(65, 0.2653708725513103)	(70, 0.29948571838919685)	(75, 0.3193337927003276)	(80, 0.33773449541906275)	(85, 0.3627053729519088)	(90, 0.3828012848644772)	(95, 0.40354653129281204)	(100, 0.4200202966603698)	(105, 0.43625613793054735)	(110, 0.4540093649155267)	(115, 0.47241936154431574)	(120, 0.49123890980948043)	(125, 0.5120925851884442)	(130, 0.5333756392118987)	(135, 0.5570775882253842)	(140, 0.5702867127880051)
NG-13640_TK_6_lib259820_5981_7_1 - illumina_universal_adapter	(1, 9.929855276647235e-05)	(2, 0.00010606890863691365)	(3, 0.00021665138785412148)	(4, 0.0005506556107958921)	(5, 0.0007627934280697194)	(6, 0.0009185116130898692)	(7, 0.0010336076628873713)	(8, 0.0011532172832651676)	(9, 0.0012818540448035522)	(10, 0.0017553275986764132)	(15, 0.0024102466898771016)	(20, 0.002974443012413876)	(25, 0.0034871846303352965)	(30, 0.004014369674113659)	(35, 0.004622347631279287)	(40, 0.005323756499457006)	(45, 0.00609106349810702)	(50, 0.006936455267796124)	(55, 0.008000755210629493)	(60, 0.009348507385905343)	(65, 0.010993703862422578)	(70, 0.013254100009033912)	(75, 0.01645512426457856)	(80, 0.021114483174616255)	(85, 0.02828474139847162)	(90, 0.03933351082197378)	(95, 0.05687369745405506)	(100, 0.08460101288586035)	(105, 0.1268448740180078)	(110, 0.18955552094649936)	(115, 0.28078787172892794)	(120, 0.4071475369095542)	(125, 0.5757050248024089)	(130, 0.7950523683641402)	(135, 1.0727850041672669)	(140, 1.266343159504371)
NG-13640_TK_6_lib259820_5981_7_1 - polya	(1, 0.006517595917944822)	(2, 0.014558521906738935)	(3, 0.018580113293781064)	(4, 0.02524440025558545)	(5, 0.02826849254438256)	(6, 0.031012743457201432)	(7, 0.03554211153452666)	(8, 0.042012314961378396)	(9, 0.05285391149524506)	(10, 0.06910682779782644)	(15, 0.08877922517203869)	(20, 0.11043172595982602)	(25, 0.13798481756723197)	(30, 0.16145041965712345)	(35, 0.17947897462599255)	(40, 0.1963493473839582)	(45, 0.21569496224815715)	(50, 0.23373164164407076)	(55, 0.25352184321042875)	(60, 0.2693843356578146)	(65, 0.29112710785720786)	(70, 0.3115415362348205)	(75, 0.3306989352058212)	(80, 0.34717707868035924)	(85, 0.3629772838537371)	(90, 0.3786276384838492)	(95, 0.3976708441191685)	(100, 0.41541549549853707)	(105, 0.4326090399100518)	(110, 0.4480070859447253)	(115, 0.4615500544708982)	(120, 0.47588470327685445)	(125, 0.4905917216556851)	(130, 0.5069656016498184)	(135, 0.5241419944931279)	(140, 0.5336168818552816)
NG-13640_TK_6_lib259820_5981_7_2 - illumina_universal_adapter	(1, 0.00010381212334676655)	(2, 0.00011283926450735494)	(3, 0.00021665138785412148)	(4, 0.0005732234636973632)	(5, 0.0007898748515514846)	(6, 0.0009523633924420757)	(7, 0.001076486583400166)	(8, 0.0012186640566794334)	(9, 0.001369868671119289)	(10, 0.0019363217789462109)	(15, 0.002912155738405816)	(20, 0.004022945458216218)	(25, 0.005703347785259749)	(30, 0.007843682954435256)	(35, 0.010375344692922273)	(40, 0.01330961692717153)	(45, 0.016458735121042796)	(50, 0.019971647103685767)	(55, 0.023769365389945306)	(60, 0.027943966819659403)	(65, 0.032430907333529865)	(70, 0.03758585629328388)	(75, 0.04365841415201169)	(80, 0.05120555551932161)	(85, 0.06114895150770973)	(90, 0.07501779982977971)	(95, 0.09542320106623174)	(100, 0.12569165673474267)	(105, 0.17054661844759034)	(110, 0.23566706070890095)	(115, 0.32925323854895294)	(120, 0.4581016865475534)	(125, 0.6293203756545496)	(130, 0.8509484264305034)	(135, 1.1302770607908221)	(140, 1.32447117822269)
NG-13640_TK_6_lib259820_5981_7_2 - polya	(1, 0.022705516804169962)	(2, 0.0294826430304817)	(3, 0.03180036152346277)	(4, 0.036329729600787994)	(5, 0.03888892411981481)	(6, 0.04120664261279588)	(7, 0.043603348590932095)	(8, 0.050660316193222074)	(9, 0.06048635934652254)	(10, 0.07488374678354498)	(15, 0.10380264484854793)	(20, 0.12959273578729097)	(25, 0.15201209221667025)	(30, 0.17234527632383756)	(35, 0.1919034803623684)	(40, 0.21421044888429835)	(45, 0.23938172929648305)	(50, 0.2658271906834848)	(55, 0.2980084975639244)	(60, 0.3210899947974329)	(65, 0.34758149460435356)	(70, 0.38426328271040455)	(75, 0.41482015553899626)	(80, 0.44335855960408044)	(85, 0.4837338025159861)	(90, 0.5132737678928375)	(95, 0.5427582163515513)	(100, 0.5661908693762067)	(105, 0.5902120920045324)	(110, 0.6156225916574727)	(115, 0.6426818986433945)	(120, 0.6703974787916909)	(125, 0.7003563035183937)	(130, 0.7309953233315468)	(135, 0.7632398202001105)	(140, 0.7798456977220709)
NG-13640_U2946_lib236385_5767_8_1 - illumina_universal_adapter	(1, 0.0001249004450442028)	(2, 0.0001249004450442028)	(3, 0.00013818772643188395)	(4, 0.0002152539584804346)	(5, 0.00026043071519855053)	(6, 0.0002976351030840577)	(7, 0.00032686712213695626)	(8, 0.00036938642257753593)	(9, 0.000393303529075362)	(10, 0.0005240503779301445)	(15, 0.0007106038086131879)	(20, 0.0008828069753975355)	(25, 0.0011033758464330423)	(30, 0.0014754197252881147)	(35, 0.0023507858231085485)	(40, 0.0031081608622063744)	(45, 0.0036290222926034753)	(50, 0.0041939974972076775)	(55, 0.004951372536305504)	(60, 0.00585915960071188)	(65, 0.007085841418422603)	(70, 0.008780767032235211)	(75, 0.01160989498530028)	(80, 0.016705833143103754)	(85, 0.026040945554833023)	(90, 0.04320758161646156)	(95, 0.07424667093808472)	(100, 0.1295366432659925)	(105, 0.22463903107018157)	(110, 0.3757101055355611)	(115, 0.6032532048258343)	(120, 0.9266353388004296)	(125, 1.3667488972220814)	(130, 1.9380137693439565)	(135, 2.6482093926729147)	(140, 3.1378659084766745)
NG-13640_U2946_lib236385_5767_8_1 - polya	(1, 0.0030587321754442006)	(2, 0.008921080723689124)	(3, 0.012668094075015207)	(4, 0.01879884570729129)	(5, 0.021908069552008677)	(6, 0.024926939883289836)	(7, 0.029412726079770992)	(8, 0.03561257157526301)	(9, 0.04588895500049561)	(10, 0.06447786166186155)	(15, 0.08368861309217095)	(20, 0.10483027225373817)	(25, 0.13403040183130627)	(30, 0.1594048573517332)	(35, 0.17780986803869364)	(40, 0.19376523552902117)	(45, 0.21136237950761058)	(50, 0.22777536096892978)	(55, 0.24473896737095457)	(60, 0.2590727550407295)	(65, 0.27659708471731437)	(70, 0.29458593775121267)	(75, 0.311847710747577)	(80, 0.3268410790654364)	(85, 0.341220574983185)	(90, 0.3569479327248999)	(95, 0.37717702140076115)	(100, 0.39631230107278853)	(105, 0.4153519123188246)	(110, 0.43321905385521176)	(115, 0.4474720548541494)	(120, 0.4618632435795192)	(125, 0.47640218687391994)	(130, 0.4929076478136974)	(135, 0.5103251477479254)	(140, 0.5200216742133996)
NG-13640_U2946_lib236385_5767_8_2 - illumina_universal_adapter	(1, 0.00013553027015434773)	(2, 0.00013553027015434773)	(3, 0.0001514750078195651)	(4, 0.00023119869614565198)	(5, 0.0002763754528637679)	(6, 0.0003109223844717389)	(7, 0.0003507842286347823)	(8, 0.0003986184416304345)	(9, 0.0004305079169608692)	(10, 0.0005958016974236227)	(15, 0.0009115075031949268)	(20, 0.0013972905107285495)	(25, 0.002346002401808984)	(30, 0.003897425376634635)	(35, 0.006122247772187966)	(40, 0.008376833678049703)	(45, 0.01061015993369115)	(50, 0.013067775499156655)	(55, 0.015738519058080568)	(60, 0.01856924148491216)	(65, 0.021745433227823463)	(70, 0.025382959380515054)	(75, 0.030135554187260848)	(80, 0.037192695077886063)	(85, 0.0483965307439788)	(90, 0.06750842480076386)	(95, 0.10031047061690454)	(100, 0.15699879643805192)	(105, 0.2530387348169557)	(110, 0.404604096149957)	(115, 0.6324756570361337)	(120, 0.9558981843461474)	(125, 1.3956083409048692)	(130, 1.9641009546380186)	(135, 2.6692670762161117)	(140, 3.155832970369097)
NG-13640_U2946_lib236385_5767_8_2 - polya	(1, 0.012521933979750715)	(2, 0.018485265866542016)	(3, 0.020523534831412303)	(4, 0.024977431552563024)	(5, 0.027557821598050702)	(6, 0.029697073901467367)	(7, 0.032030320513144174)	(8, 0.03892110464079562)	(9, 0.04813716301129126)	(10, 0.06289986412426053)	(15, 0.08759294785512718)	(20, 0.11121773416242427)	(25, 0.12987786065202817)	(30, 0.14655871370612308)	(35, 0.1634909621240729)	(40, 0.18205116825764145)	(45, 0.20253165229735764)	(50, 0.2248978673116136)	(55, 0.25102066251979477)	(60, 0.27119925952638285)	(65, 0.29338211005748877)	(70, 0.3199396651126748)	(75, 0.3439205505611618)	(80, 0.3656952158080381)	(85, 0.3970170584775911)	(90, 0.4208087330391175)	(95, 0.44487837752727416)	(100, 0.4637006088498078)	(105, 0.48292730501778236)	(110, 0.5036804440715738)	(115, 0.5246855099804757)	(120, 0.5455231561438928)	(125, 0.5681795653836558)	(130, 0.5913945719329566)	(135, 0.6157836426656732)	(140, 0.6283209898918336)
NG-13640_UT_7_lib259813_5981_7_1 - illumina_universal_adapter	(1, 2.2063256459432015e-05)	(2, 3.585279174657702e-05)	(3, 4.964232703372203e-05)	(4, 9.376883995258606e-05)	(5, 0.00012686372464173408)	(6, 0.00013513744581402108)	(7, 0.0001516848881585951)	(8, 0.0001654744234457401)	(9, 0.0001875376799051721)	(10, 0.0002813065198577582)	(15, 0.00048759796775344757)	(20, 0.0008532964435685332)	(25, 0.0012123759424457893)	(30, 0.0016883907005580349)	(35, 0.0022945786717809297)	(40, 0.0031202960447751726)	(45, 0.004002826303152454)	(50, 0.005226233873827958)	(55, 0.006760181779169969)	(60, 0.008676927184083126)	(65, 0.011370299216368288)	(70, 0.015266118725692496)	(75, 0.021014700196197507)	(80, 0.030281267909158954)	(85, 0.04423021022422337)	(90, 0.06665585567100155)	(95, 0.10014456948795043)	(100, 0.15264519139599186)	(105, 0.22821570583942696)	(110, 0.3387906798185738)	(115, 0.4941943298534063)	(120, 0.7005696181236415)	(125, 0.9778236693512135)	(130, 1.3128746271999137)	(135, 1.7516455052458153)	(140, 2.0270285923256273)
NG-13640_UT_7_lib259813_5981_7_1 - polya	(1, 0.008215805124080997)	(2, 0.014567265077339988)	(3, 0.018064291226159962)	(4, 0.022041193202972584)	(5, 0.024741184212195576)	(6, 0.027044036605148793)	(7, 0.03144289836174805)	(8, 0.03679875386727517)	(9, 0.0446753364232924)	(10, 0.05815488295718239)	(15, 0.0734480291720377)	(20, 0.08787298624521434)	(25, 0.10612702147692543)	(30, 0.12293425866630922)	(35, 0.1360254918865132)	(40, 0.14745867138379093)	(45, 0.16058851530279888)	(50, 0.17276522654275944)	(55, 0.1862751100542811)	(60, 0.19785776811407146)	(65, 0.22108706767738445)	(70, 0.23705204005142946)	(75, 0.25016533652809286)	(80, 0.2615499768611597)	(85, 0.2723284292230038)	(90, 0.283588412157075)	(95, 0.2963944777875408)	(100, 0.3092060592321214)	(105, 0.3215532091282311)	(110, 0.3331667557470646)	(115, 0.3437350555911326)	(120, 0.35438829897256935)	(125, 0.3652721033840071)	(130, 0.3781476682723201)	(135, 0.39151579536109)	(140, 0.3996069430861752)
NG-13640_UT_7_lib259813_5981_7_2 - illumina_universal_adapter	(1, 2.7579070574290018e-05)	(2, 3.585279174657702e-05)	(3, 5.5158141148580037e-05)	(4, 9.101093289515706e-05)	(5, 0.00012686372464173408)	(6, 0.0001461690740437371)	(7, 0.00017650605167545612)	(8, 0.00019856930813488813)	(9, 0.00024269582105375216)	(10, 0.0003712142899299436)	(15, 0.0007104368579937109)	(20, 0.0013629576677814128)	(25, 0.0024142718380733485)	(30, 0.003893613183678265)	(35, 0.0056321977926815075)	(40, 0.007761853622428183)	(45, 0.009976452989543671)	(50, 0.012672031347474777)	(55, 0.01577688311272835)	(60, 0.019353888566213763)	(65, 0.023757714555516393)	(70, 0.02933365104422635)	(75, 0.03682743610067244)	(80, 0.047920841448474846)	(85, 0.0637561921908207)	(90, 0.08803184169172225)	(95, 0.12356085514975712)	(100, 0.1781194273040521)	(105, 0.2558615177645067)	(110, 0.36845307338404576)	(115, 0.5260895249725726)	(120, 0.7359204707857663)	(125, 1.0171348765478065)	(130, 1.3561996923278887)	(135, 1.7977908061307173)	(140, 2.0745749099957034)
